"","Yorf","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","desc"
"2843","YIR034C",958.017308577883,-0.149659590373208,0.0987832341990614,-1.51503027397973,0.129764737603966,0.47513142836859,"LYS1","Saccharopine dehydrogenase (NAD+, L-lysine-forming); catalyzes the conversion of saccharopine to L-lysine, which is the final step in the lysine biosynthesis pathway; also has mRNA binding activity"
"2844","YIR035C",544.99154333041,-0.16448032026883,0.11149796116032,-1.47518679765209,0.140162329901197,0.490117181906761,"","Putative cytoplasmic short-chain dehydrogenase/reductase"
"2845","YIR036C",894.213458330795,-0.207021630472748,0.141879753834845,-1.45913440696924,0.144528117883724,0.494623582011708,"IRC24","Putative benzil reductase;(GFP)-fusion protein localizes to the cytoplasm and is induced by the DNA-damaging agent MMS; sequence similarity with short-chain dehydrogenase/reductases; null mutant has increased spontaneous Rad52p foci"
"2846","YIR037W",1264.1272227219,-0.136888940937084,0.0918217272160901,-1.49081208867846,0.136010837043624,0.48496252525922,"HYR1","Thiol peroxidase; functions as a hydroperoxide receptor to sense intracellular hydroperoxide levels and transduce a redox signal to the Yap1p transcription factor; HYR1 has a paralog, GPX1, that arose from the whole genome duplication"
"2847","YIR038C",652.297415790513,-0.306323944594354,0.110821252865307,-2.76412634467021,0.00570754347228655,0.0996593851012451,"GTT1","ER associated glutathione S-transferase; capable of homodimerization; glutathione transferase for Yvc1p vacuolar cation channel; expression induced during the diauxic shift and throughout stationary phase; functional overlap with Gtt2p, Grx1p, and Grx2p"
"2848","YIR039C",167.704960989474,0.0624040021566146,0.169880650377787,0.367340259281079,0.713365227380979,0.89256887994203,"YPS6","Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance"
"2849","YIR041W",13.2111593113192,-0.196726125213015,0.606628317962218,-0.324294332110734,0.745715210345107,NA,"PAU15","Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole"
"2850","YIR042C",57.6593962420656,-0.440552455338639,0.295245378306026,-1.49215699113163,0.135657994312371,NA,"","Putative protein of unknown function; YIR042C is a non-essential gene"
"2851","YIR043C",23.0030165460968,-0.65584430644132,0.453054203366765,-1.44760671365052,0.147727072482001,NA,"","Blocked reading frame; may encode a non-functional member of the conserved, often subtelomerically-encoded Cos protein family"
"2852","YJL001W",1841.62773416711,-0.24196799600858,0.120788469365452,-2.00323753815022,0.0451517982666534,0.302907249112339,"PRE3","Beta 1 subunit of the 20S proteasome; responsible for cleavage after acidic residues in peptides"
"2853","YJL002C",5717.01046266318,0.189548105640396,0.104011784614471,1.82237143938038,0.0683986451336181,0.36170089158133,"OST1","Alpha subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins"
"2854","YJL003W",183.66125441079,-0.0364632853031306,0.221218635937673,-0.164829175212001,0.869078439619488,0.956335577701493,"COX16","Mitochondrial inner membrane protein; required for assembly of cytochrome c oxidase"
"2855","YJL004C",556.352642452668,0.126033822847344,0.143402103036499,0.878884062218152,0.379464141038951,0.703905210995064,"SYS1","Integral membrane protein of the Golgi; required for targeting of the Arf-like GTPase Arl3p to the Golgi; multicopy suppressor of ypt6 null mutation"
"2856","YJL005W",4016.32126305237,0.385759646950875,0.118992844661078,3.2418726357002,0.00118747078779739,0.0372989379242256,"CYR1","Adenylate cyclase; required for cAMP production and cAMP-dependent protein kinase signaling; the cAMP pathway controls a variety of cellular processes, including metabolism, cell cycle, stress response, stationary phase, and sporulation"
"2857","YJL006C",274.876840506092,0.0194391901388334,0.135542686269304,0.143417477356252,0.885960480723196,0.964383306875314,"CTK2","Beta subunit of C-terminal domain kinase I (CTDK-I); which phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing, and ribosomal protein Rps2p to increase translational fidelity; relocalizes to the cytosol in response to hypoxia"
"2858","YJL008C",7164.70754144777,0.0276230907842059,0.0694964666497971,0.397474751103573,0.691017402014308,0.884954997433193,"CCT8","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo"
"2859","YJL010C",2114.82462299553,0.0691043103704091,0.0821556356210995,0.841139014359492,0.400270060821465,0.71785219032526,"NOP9","Essential subunit of U3-containing 90S preribosome; involved in production of 18S rRNA and assembly of small ribosomal subunit; also part of pre-40S ribosome and required for its export into cytoplasm; binds RNA and contains pumilio domain"
"2860","YJL011C",409.178112960901,-0.126100790912497,0.12640669860184,-0.997579972479893,0.318483076595904,0.666093844459003,"RPC17","RNA polymerase III subunit C17; physically interacts with C31, C11, and TFIIIB70; may be involved in the recruitment of pol III by the preinitiation complex; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia"
"2861","YJL012C",7712.28055817114,-0.0481419428674898,0.0921853667640231,-0.522229769836724,0.601510360829515,0.836524595539692,"VTC4","Vacuolar membrane polyphosphate polymerase; subunit of the vacuolar transporter chaperone (VTC) complex involved in synthesis and transfer of polyP to the vacuole; regulates membrane trafficking; role in non-autophagic vacuolar fusion; protein abundance increases in response to DNA replication stress"
"2862","YJL013C",355.5910686716,-0.00316484519502082,0.117711073973539,-0.0268865544097598,0.97855021766851,0.993914370618819,"MAD3","Subunit of spindle-assembly checkpoint complex; involved in delaying anaphase onset in cells with defects in mitotic spindle assembly; pseudosubstrate inhibitor of APC(Cdc20), the anaphase promoting complex involved in securin (Pds1p) turnover; MAD3 has a paralog, BUB1, that arose from the whole genome duplication"
"2863","YJL014W",6480.81700921147,-0.0629687591353911,0.0678658991101237,-0.927840932796216,0.35349008768333,0.687467894514627,"CCT3","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo; capable of binding Q/N rich proteins and mediating their folding"
"2864","YJL016W",1046.06633254883,0.238478654172294,0.0902990160244175,2.64098840354814,0.00826645487713518,0.123406362094375,"TPH3","Putative protein of unknown function; GFP-fusion protein localizes to the cytoplasm; contains two adjacent PH-like domains; conserved in closely related Saccharomyces species"
"2865","YJL019W",857.830048014755,0.283434742241481,0.111213489086977,2.54856442836546,0.0108167304705875,0.143012441306989,"MPS3","Nuclear envelope protein; required for SPB insertion, SPB duplication, Kar5p localization near the SPB and nuclear fusion; interacts with Mps2p to tether half-bridge to core SPB; N-terminal acetylation by Eco1p regulates its role in nuclear organization; localizes to the SPB half bridge and telomeres during meiosis; required with Ndj1p and Csm4p for meiotic bouquet formation and telomere-led rapid prophase movement; member of the SUN protein family (Sad1-UNC-84 homology)"
"2866","YJL020C",5171.25577363599,0.300257349564453,0.0936050362524434,3.20770507213618,0.00133798631431223,0.0406179755976127,"BBC1","Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches"
"2867","YJL023C",282.026875511803,-0.0887707888468209,0.13926081636315,-0.637442686069956,0.5238365313764,0.794382426131342,"PET130","Protein required for respiratory growth; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"2868","YJL024C",319.764240344434,-0.323111258128152,0.153701872983248,-2.10219466982922,0.0355362265409112,0.269698121540938,"APS3","Small subunit of the clathrin-associated adaptor complex AP-3; involved in vacuolar protein sorting; related to the sigma subunit of the mammalian clathrin AP-3 complex; suppressor of loss of casein kinase 1 function; protein abundance increases in response to DNA replication stress"
"2869","YJL025W",281.445715869715,0.125473239595218,0.146585547410283,0.855972787303696,0.392012831822612,0.712601214833786,"RRN7","Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p"
"2870","YJL026W",6841.11589271654,-0.331129079439095,0.121114121705212,-2.73402535374904,0.00625652266662027,0.105256793097259,"RNR2","Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits; RNR2 has a paralog, RNR4, that arose from the whole genome duplication"
"2871","YJL027C",9.04489460256323,-0.0984147614498132,0.705652340345752,-0.139466357330569,0.889081639049744,NA,"","Putative protein of unknown function"
"2872","YJL028W",2.53780468958884,0.885775293606126,1.37715606054787,0.643191660684948,0.520099743803183,NA,"","Protein of unknown function; may interact with ribosomes, based on co-purification experiments"
"2873","YJL029C",1219.18642255614,-0.0128747217950076,0.088672398412205,-0.145194243367116,0.884557510900315,0.963584535322316,"VPS53","Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi, and for mitosis after DNA damage induced checkpoint arrest; required for vacuolar protein sorting; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p; human ortholog is implicated in progressive cerebello-cerebral atrophy type 2 (PCCA2)"
"2874","YJL030W",259.804174686281,-0.531699925021565,0.175214288271251,-3.03456944218177,0.00240879294881298,0.05848297515256,"MAD2","Component of the spindle-assembly checkpoint complex; delays onset of anaphase in cells with defects in mitotic spindle assembly; forms a complex with Mad1p; regulates APC/C activity during prometaphase and metaphase of meiosis I; gene dosage imbalance between MAD1 and MAD2 leads to chromosome instability"
"2875","YJL031C",692.498231358649,-0.0762300044348779,0.0991585247059877,-0.768769045938365,0.442030427695989,0.749919870152983,"BET4","Alpha subunit of Type II geranylgeranyltransferase; required for vesicular transport between the endoplasmic reticulum and the Golgi; provides a membrane attachment moiety to Rab-like proteins Ypt1p and Sec4p"
"2876","YJL033W",3076.97299596083,0.0437178811758845,0.0897111845034476,0.487318068732048,0.626032945016795,0.850891201406019,"HCA4","DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis"
"2877","YJL034W",43245.5598363059,0.343579797983788,0.0945374636964654,3.63432426203997,0.000278710154492069,0.0135224194599098,"KAR2","ATPase involved in protein import into the ER; also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p"
"2878","YJL035C",518.205090873127,-0.308153463054002,0.145917177584993,-2.11183815472659,0.0347003334524651,0.266706664753459,"TAD2","Subunit of tRNA-specific adenosine-34 deaminase; forms a heterodimer with Tad3p that converts adenosine to inosine at the wobble position of several tRNAs"
"2879","YJL036W",759.305105568736,-0.138168521765235,0.100733071513018,-1.37163018748395,0.170178591367199,0.526114052110122,"SNX4","Sorting nexin; involved in retrieval of late-Golgi SNAREs from post-Golgi endosomes to the trans-Golgi network and in cytoplasm to vacuole transport; contains a PX phosphoinositide-binding domain; forms complexes with Snx41p and with Atg20p"
"2880","YJL037W",16.0357947750384,0.20053370670651,0.477417122943912,0.420038781746982,0.674457122878135,NA,"IRC18","Protein involved in outer spore wall assembly; possible role in assembly of the dityrosine layer; similar to adjacent ORF, LOH1; irc18 loh1 double mutant exhibits reduced dityrosine fluorescence relative to single mutants; SWAT-GFP fusion protein localizes to the ER and vacuole, while mCherry fusion localizes to the vacuole; expression induced in respiratory-deficient cells and carbon-limited chemostat culture; null mutant displays increased levels of spontaneous Rad52p foci"
"2881","YJL038C",42.9042008256426,-0.27339453205089,0.364872414835165,-0.749288027636726,0.453683622282331,NA,"LOH1","Protein involved in outer spore wall assembly; likely involved directly in dityrosine layer assembly; induced during sporulation; repressed during vegetative growth by Sum1p and Hst1p; sequence similar to adjacent ORF, IRC18/YJL037W, and the irc18 loh1 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants; SWAT-GFP and mCherry fusion proteins localize to the cytosol; proposed role in maintenance of genome integrity"
"2882","YJL039C",5412.61638316493,0.16621562017973,0.0823986472374605,2.01721297317809,0.0436732928069089,0.299647314536292,"NUP192","Essential subunit of inner ring of nuclear pore complex (NPC); plays a role in modulating transport through the NPC; homologous to human NUP205"
"2883","YJL041W",5496.7588038726,0.142605461652077,0.120167929015333,1.18671814368941,0.235338815886321,0.594836666715539,"NSP1","FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) nuclear basket; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier; found in stable complex with Nup82p, Gle2p and two other FG-nucleoporins (Nup159p and Nup116p); also found in stable complex with Nic96p and two other FG-nucleoproteins (Nup49p and Nup57p)"
"2884","YJL042W",6328.74406338667,0.434437281554113,0.134276013826601,3.23540496305713,0.00121470315283296,0.0379350398419213,"MHP1","Microtubule-associated protein involved in microtubule organization; involved in assembly and stabilization of microtubules; overproduction results in cell cycle arrest at G2 phase; similar to Drosophila protein MAP and to mammalian MAP4 proteins"
"2885","YJL043W",59.1190654339824,-0.233544146707528,0.321752000830828,-0.725851420051686,0.46792986052886,NA,"","Putative protein of unknown function; YJL043W is a non-essential gene"
"2886","YJL044C",1047.2578760405,0.0941546553214797,0.0942739514219986,0.998734580457068,0.317923284294542,0.666093844459003,"GYP6","GTPase-activating protein (GAP) for yeast Rab family member Ypt6p; involved in vesicle mediated protein transport"
"2887","YJL045W",107.111785070405,-0.22857841359598,0.236623637632842,-0.965999913967405,0.334044224085009,0.676554719969413,"","Minor succinate dehydrogenase isozyme; participates in oxidation of succinate and transfer of electrons to ubiquinone; induced during the diauxic shift in a Cat8p-dependent manner; YJL045W has a paralog, SDH1, that arose from the whole genome duplication"
"2888","YJL046W",298.566425569332,0.0506531956571174,0.138047927619516,0.36692470890781,0.713675179971797,0.892751134430651,"AIM22","Putative lipoate-protein ligase; required along with Lip2 and Lip5 for lipoylation of Lat1p and Kgd2p; similar to E. coli LplA; null mutant displays reduced frequency of mitochondrial genome loss"
"2889","YJL047C",877.104928257183,-0.062271617628621,0.104131326193559,-0.598010415356379,0.549832983476342,0.806639425542777,"RTT101","Cullin subunit of a Roc1p-dependent E3 ubiquitin ligase complex; role in anaphase progression; required for recovery after DSB repair; implicated in Mms22-dependent DNA repair; involved with Mms1p in nonfunctional rRNA decay; modified by the ubiquitin-like protein, Rub1p"
"2890","YJL047C-A",27.2678152004131,-0.279100894807016,0.369906670340516,-0.754517063858541,0.450538803035526,NA,"","Putative protein of unknown function"
"2891","YJL048C",1399.85115851466,0.109275157451503,0.0913961211350943,1.19562139064941,0.231844340148638,0.591743250614357,"UBX6","UBX (ubiquitin regulatory X) domain-containing protein; interacts with Cdc48p, transcription is repressed when cells are grown in media containing inositol and choline; UBX6 has a paralog, UBX7, that arose from the whole genome duplication"
"2892","YJL049W",510.329112202884,0.0185132210524919,0.130586062459078,0.141770267851467,0.887261469635861,0.964854678007058,"CHM7","Yeast homolog of human CHMP7, localizes to the endoplasmic reticulum presumably as part of an ESCRT-III like complex; null mutant has growth defect at 37 C in an apq12 deletion background; non-essential gene"
"2893","YJL050W",6513.6213840952,0.165513026111469,0.083642614751925,1.97881219522325,0.0478371549333531,0.310541615160656,"MTR4","ATP-dependent 3'-5' RNA helicase of the DExD/H family; involved in nuclear RNA processing and degradation both as a component of TRAMP complex and in TRAMP-independent processes; TRAMP unwinds RNA duplexes, with Mtr4p unwinding activity stimulated by Pap2p/Air2p but not dependent on ongoing polyadenylation; contains an arch domain, with two coiled-coil arms/stalks and a globular fist/KOW domain, which has RNA binding activity and is required for 5.8S rRNA processing"
"2894","YJL051W",908.953599086633,0.113533021406566,0.111576591290447,1.01753441374657,0.308899269737762,0.657227342112373,"IRC8","Bud tip localized protein of unknown function; mRNA is targeted to the bud by a She2p dependent transport system; mRNA is cell cycle regulated via Fkh2p, peaking in G2/M phase; null mutant displays increased levels of spontaneous Rad52p foc"
"2895","YJL052C-A",3.35962665430468,-0.799946524975548,1.03646709228093,-0.771801180117664,0.440232192683768,NA,"","Putative protein of unknown function; identified based on comparison to related yeast species; mCherry fusion protein localizes to the vacuole"
"2896","YJL052W",3309.91299067993,0.176351309695051,0.117161376138426,1.50520005404077,0.132272651290123,0.47949939100102,"TDH1","Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 1; involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in the cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides secreted by S. cerevisiae are active against a wide variety of wine-related yeasts and bateria"
"2897","YJL053W",990.457033120759,-0.0364044754810641,0.0961708605034339,-0.378539562716758,0.705029809565996,0.888375445585102,"PEP8","Vacuolar protein component of the retromer; forms part of the multimeric membrane-associated retromer complex involved in vacuolar protein sorting along with Vps35p, Vps29p, Vps17p, and Vps5p; essential for endosome-to-Golgi retrograde protein transport; interacts with Ypt7p; protein abundance increases in response to DNA replication stress"
"2898","YJL054W",1669.4816540612,-0.0838651150875248,0.0838741679073542,-0.999892066651088,0.31736274410305,0.665789359439716,"TIM54","Component of the mitochondrial TIM22 complex; involved in insertion of polytopic proteins into the inner membrane"
"2899","YJL055W",1986.2006130103,-0.394554349925763,0.17056252665528,-2.31325343065061,0.0207087094690408,0.200590244660905,"","Putative protein of unknown function; functions together with HAM1 to mediate resistance to 5-FU; specifically reduces the incorporation of 5-FU into RNA, without affecting uptake or incorporation of uracil into RNA; proposed to be involved in the metabolism of purine and pyrimidine base analogues; deletion mutants are sensitive to HAP and AHA"
"2900","YJL056C",787.2928851632,0.0927628557014544,0.101589575911275,0.913113918129461,0.361182631017174,0.691577657482431,"ZAP1","Zinc-regulated transcription factor; binds to zinc-responsive promoters to induce transcription of certain genes in presence of zinc, represses other genes in low zinc; regulates its own transcription; contains seven zinc-finger domains"
"2901","YJL057C",1415.25761990989,0.0563873321890521,0.109792003261353,0.513583234790113,0.607543403445724,0.839536345987817,"IKS1","Protein kinase of unknown cellular role; putative serine/threonine kinase; expression is induced during mild heat stress; deletion mutants are hypersensitive to copper sulphate and resistant to sorbate; interacts with an N-terminal fragment of Sst2p"
"2902","YJL058C",310.145135823341,0.0443867704745544,0.128643146409716,0.34503797297671,0.730065823374405,0.897070000482363,"BIT61","Subunit of TORC2 membrane-associated complex; involved in regulation of cell cycle-dependent actin cytoskeletal dynamics during polarized growth and cell wall integrity; BIT61 has a paralog, BIT2, that arose from the whole genome duplication"
"2903","YJL059W",473.346459117378,0.0703137521264856,0.133799392976115,0.525516226662088,0.599224376081701,0.835310532858503,"YHC3","Protein required for the ATP-dependent transport of arginine; vacuolar membrane protein; involved in the ATP-dependent transport of arginine into the vacuole and possibly in balancing ion homeostasis; human homolog CLN3 involved in Batten disease (juvenile onset neuronal ceroid lipofuscinosis) can complement yeast null mutant"
"2904","YJL060W",3090.55275846381,0.0749837331171985,0.100672346480165,0.74482949627058,0.456374801063217,0.759179416344656,"BNA3","Kynurenine aminotransferase; catalyzes formation of kynurenic acid from kynurenine; potential Cdc28p substrate"
"2905","YJL061W",1518.88547117553,0.0776385491077655,0.0920779426345418,0.843182926185847,0.399126145831829,0.717454904894817,"NUP82","Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup159p, and Nup116p); relocalizes to the cytosol in response to hypoxia"
"2906","YJL062W",1674.39637677965,0.359382085398123,0.121381986720418,2.96075303352791,0.00306887915750557,0.0668886014684286,"LAS21","Integral plasma membrane protein; involved in the synthesis of the glycosylphosphatidylinositol (GPI) core structure; mutations affect cell wall integrity"
"2907","YJL062W-A",296.454804549598,-0.203847199068289,0.1754236816592,-1.16202782395314,0.245224163067647,0.601685674663965,"COA3","Mitochondrial protein required for cytochrome c oxidase assembly; also involved in translational regulation of Cox1p and prevention of Cox1p aggregation before assembly; located in the mitochondrial inner membrane"
"2908","YJL063C",746.955446651793,-0.30158994772153,0.173815696075187,-1.73511342491804,0.0827207168842256,0.397447488050898,"MRPL8","Mitochondrial ribosomal protein of the large subunit"
"2909","YJL065C",343.908205362553,-0.153799543560846,0.131522956648386,-1.16937413422065,0.242252926405406,0.600727960631132,"DLS1","Subunit of ISW2/yCHRAC chromatin accessibility complex; ISW2/yCHRAC also includes Itc1p, Isw2p, and Dpb4p; involved in inheritance of telomeric silencing; DLS1 has a paralog, DPB3, that arose from the whole genome duplication"
"2910","YJL066C",549.977248350682,-0.164485354429461,0.10825616008463,-1.51940872741906,0.128659646535279,0.47461439701278,"MPM1","Mitochondrial intermembrane space protein of unknown function"
"2911","YJL068C",931.905299886331,-0.217123248251611,0.09057349063623,-2.39720526090402,0.0165206661578027,0.179188223356288,"","Esterase that can function as an S-formylglutathione hydrolase; non-essential intracellular esterase; may be involved in the detoxification of formaldehyde, which can be metabolized to S-formylglutathione; similar to human esterase D"
"2912","YJL069C",1785.61138077763,-0.0531759804495817,0.082051640095474,-0.64807943372865,0.516933575161802,0.791163925845775,"UTP18","Small-subunit processome protein involved in pre-18S rRNA maturation; part of a subunit of the 90S preribosomal particle capable of interacting directly with the 5' ETS of the 35S pre-rRNA; contains WD40 repeats"
"2913","YJL070C",541.540004309058,-0.04207231482012,0.118945972983221,-0.353709451147663,0.723556638935187,0.894819833731138,"","Putative metallo-dependent hydrolase superfamily protein; similar to AMP deaminases but lacks key catalytic residues and does not rescue purine nucleotide metabolic defect of quadruple aah1 ade8 amd1 his1 mutant; may regulate purine nucleotide homeostasis as overexpression in an AMD1 strain grown in adenine results in greatly reduced GDP and GTP intracellular levels; not an essential gene; YJL070C has a paralog, YBR284W, that arose from the whole genome duplication"
"2914","YJL071W",726.158351364006,0.0596560008438045,0.0921996576355186,0.647030611324341,0.517612131942372,0.791163925845775,"ARG2","Acetylglutamate synthase (glutamate N-acetyltransferase); mitochondrial enzyme that catalyzes the first step in the biosynthesis of the arginine precursor ornithine; forms a complex with Arg5,6p"
"2915","YJL072C",297.391343798198,-0.0566773022488976,0.129822434779641,-0.436575560650214,0.662419189827835,0.871456439156594,"PSF2","Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p); complex is localized to DNA replication origins and implicated in assembly of the DNA replication machinery"
"2916","YJL073W",729.639512786718,0.0298506862556531,0.0963329882922456,0.309869825330187,0.756659950033439,0.908259370108617,"JEM1","DnaJ-like chaperone required for nuclear membrane fusion during mating; localizes to the ER membrane; exhibits genetic interactions with KAR2"
"2917","YJL074C",1834.25096861901,0.0372433003880478,0.0769927919192794,0.483724507965555,0.628581397596033,0.851647275956662,"SMC3","Subunit of the multiprotein cohesin complex; required for sister chromatid cohesion in mitotic cells; also required, with Rec8p, for cohesion and recombination during meiosis; phylogenetically conserved SMC chromosomal ATPase family member"
"2918","YJL076W",8056.13446748205,0.112600350297951,0.102948545738648,1.09375367558668,0.274063026127403,0.624688961399457,"NET1","Core subunit of the RENT complex; involved in nucleolar silencing and telophase exit; stimulates transcription by RNA polymerase I and regulates nucleolar structure; NET1 has a paralog, TOF2, that arose from the whole genome duplication"
"2919","YJL077C",232.763347424453,-0.00475479264014947,0.152370549085113,-0.0312054571483725,0.975105687860259,0.99344495308228,"ICS3","Protein with a role in copper homeostasis; possible role in vacuolar sorting and processing of secretory proteins; null mutants are hypersensitive to sortin2"
"2920","YJL077W-A",0,NA,NA,NA,NA,NA,"","Protein of unknown function; mRNA identified as translated by ribosome profiling data; completely overlaps the verified gene YJL077C/ICS3"
"2921","YJL077W-B",11.4793110936965,-0.192519356354122,0.596655540937111,-0.322664155689814,0.746949600912087,NA,"","Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
"2922","YJL078C",2794.36427152705,0.205504291623817,0.162787596351498,1.26240755579487,0.206802171787412,0.562157997803107,"PRY3","Cell wall-associated protein involved in export of acetylated sterols; member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP), antigen 5, and pathogenesis related 1 proteins); role in mating efficiency; expression of full-length transcript is daughter cell-specific; in response to alpha factor, a short transcript starting at +452 is expressed and the long form is repressed by Ste12p"
"2923","YJL079C",1970.5534006307,1.33187440120952,0.114218263162617,11.6607831736443,2.02174150360263e-31,1.56944904722524e-28,"PRY1","Sterol binding protein involved in the export of acetylated sterols; secreted glycoprotein and member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP), antigen 5, and pathogenesis related 1 proteins); sterol export function is redundant with that of PRY2; may be involved in detoxification of hydrophobic compounds; PRY1 has a paralog, PRY2, that arose from the whole genome duplication"
"2924","YJL080C",21668.756513402,0.23010605435093,0.135380023497117,1.69970464184349,0.0891864957905056,0.411201499867379,"SCP160","Essential RNA-binding G protein effector of mating response pathway; ligand-activated RNA-binding protein that delivers RNAs involved in polarization and perpetualizing mating signal to shmoo tip during pheromone signaling; Scp160p-mediated RNA trafficking essential for chemotropism and successful mating; mainly associated with nuclear envelope and ER, interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains, similar to vertebrate vigilins"
"2925","YJL081C",1474.18329553368,0.0222597135605212,0.0817292584722547,0.272359176831121,0.785345858736513,0.922370835614444,"ARP4","Nuclear actin-related protein involved in chromatin remodeling; component of chromatin-remodeling enzyme complexes"
"2926","YJL082W",3594.40878713966,-0.0594074439822999,0.081047746627653,-0.732993160873772,0.4635626006902,0.762826014207209,"IML2","Protein required for clearance of inclusion bodies; localizes to the inclusion bodies formed under protein misfolding stress; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress; IML2 has a paralog, YKR018C, that arose from the whole genome duplication"
"2927","YJL083W",900.065412285357,-0.024075065373392,0.106330394338064,-0.226417531160924,0.820876694046662,0.935341571702571,"TAX4","EH domain-containing protein; involved in regulating phosphatidylinositol 4,5-bisphosphate levels and autophagy; Irs4p and Tax4p bind and activate the PtdIns phosphatase Inp51p; Irs4p and Tax4p are involved in localizing Atg17p to the PAS; TAX4 has a paralog, IRS4, that arose from the whole genome duplication"
"2928","YJL084C",1806.61055694396,0.162836490145526,0.130360201022718,1.24912733233013,0.211618505130211,0.568035811245081,"ALY2","Alpha arrestin; controls nutrient-mediated intracellular sorting of permease Gap1p; interacts with AP-1 subunit Apl4p; phosphorylated by Npr1p and also by cyclin-CDK complex Pcl7p-Pho85p; promotes endocytosis of plasma membrane proteins; ALY2 has a paralog, ALY1, that arose from the whole genome duplication"
"2929","YJL085W",717.644711480672,0.0317450440074324,0.0943775292753295,0.336362312630816,0.736597665628507,0.89870712764021,"EXO70","Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in an actin-independent manner, targeting and anchoring the exocyst with Sec3p; involved in exocyst assembly; direct downstream effector of Rho3p and Cdc42p; relocalizes from bud neck to cytoplasm upon DNA replication stress"
"2930","YJL087C",1150.40141826352,-0.0761255966592709,0.0834347390265136,-0.912396893038522,0.361559824496247,0.691637222433222,"TRL1","tRNA ligase; required for tRNA splicing and for both splicing and translation of HAC1 mRNA in the UPR; has phosphodiesterase, polynucleotide kinase, and ligase activities; localized at the inner nuclear envelope and partially to polysomes"
"2931","YJL088W",257.722235648181,-0.356375865865989,0.151258619771679,-2.35606979889099,0.0184694469264283,0.189739224441625,"ARG3","Ornithine carbamoyltransferase; also known as carbamoylphosphate:L-ornithine carbamoyltransferase; catalyzes the biosynthesis of the arginine precursor citrulline"
"2932","YJL089W",433.043887996366,-0.506053158582561,0.172313729221501,-2.93681275931329,0.00331604253190525,0.0695728769049155,"SIP4","C6 zinc cluster transcriptional activator; binds to the carbon source-responsive element (CSRE) of gluconeogenic genes; involved in the positive regulation of gluconeogenesis; regulated by Snf1p protein kinase; localized to the nucleus"
